movie_id,genre_id
7451,28
7451,53
7451,80
7453,12
7453,35
7453,878
7459,12
7459,28
7459,35
7459,10751
7484,12
7484,16
7484,35
7484,10751
7485,18
7485,28
7485,53
7508,18
7512,12
7512,35
7512,878
7516,18
7516,28
7516,35
7516,53
7516,80
7518,12
7518,16
7518,35
7518,10751
7520,18
7520,35
7520,10749
7549,18
7549,28
7551,28
7551,53
7551,878
7552,35
7552,80
7553,35
7553,10749
7555,28
7555,53
7555,10752
7735,18
7735,53
7840,12
7840,14
7840,18
7840,28
7980,14
7980,18
8005,35
8007,18
8007,28
8007,53
8007,10752
8009,12
8009,14
8009,28
8051,18
8051,35
8051,10749
8055,18
8055,10749
8065,18
8065,80
8066,18
8066,53
8066,9648
8068,28
8068,53
8068,80
8077,27
8077,28
8077,878
8078,27
8078,28
8078,878
8095,18
8095,36
8095,10749
8195,28
8195,53
8195,80
8202,28
8202,53
8202,878
8204,12
8204,14
8204,18
8204,10751
8224,53
8224,80
8224,9648
8247,12
8247,28
8247,878
8271,18
8271,53
8271,9648
8273,35
8273,10749
8290,35
8290,10752
8292,28
8292,80
8321,18
8321,35
8321,80
8326,12
8326,18
8326,35
8326,10751
8329,27
8329,9648
8337,28
8337,53
8337,878
8355,12
8355,16
8355,35
8355,10751
8358,12
8358,18
8363,35
8367,12
8367,18
8367,28
8374,28
8374,53
8374,80
8392,14
8392,16
8392,10751
8393,28
8393,35
8413,27
8413,878
8413,9648
8456,18
8456,28
8467,35
8470,18
8470,53
8470,80
8487,12
8487,28
8487,35
8487,37
8487,878
8488,18
8488,35
8488,10749
8536,12
8536,28
8536,878
8584,12
8584,28
8584,35
8584,37
8587,16
8587,18
8587,10751
8619,12
8619,18
8619,10752
8643,18
8643,27
8643,53
8643,80
8645,53
8645,878
8656,18
8656,28
8656,878
8681,28
8681,53
8689,27
8697,12
8697,28
8697,35
8697,53
8698,14
8698,28
8698,53
8698,878
8741,18
8741,36
8741,10752
8764,35
8769,27
8810,12
8810,28
8810,53
8810,878
8814,27
8814,28
8814,878
8834,18
8834,28
8834,53
8834,9648
8835,35
8838,18
8838,28
8838,53
